id,name,continent,flag,cuisine_summary,dish1_name,dish1_desc,dish2_name,dish2_desc,dish3_name,dish3_desc,dish4_name,dish4_desc,dish5_name,dish5_desc
philippines,Philippines,Asia,🇵🇭,"SoMa Pilipinas — officially recognized as SF's Filipino Cultural Heritage District in 2016 — honors over 120 years of Filipino presence in the city. Filipino merchant marines put down roots at South Park in 1921, and the community has been in SoMa ever since. For most of that time, Filipino food was SF's best-kept secret — adobo, kare-kare, and lechon fed the community quietly while the rest of the city looked elsewhere. That's changing fast: a new generation of Filipino chefs is bringing lumpia, sisig, and ube to the mainstream, making SoMa one of the city's most exciting food destinations.",Adobo,"Chicken or pork braised in vinegar, soy, garlic, and bay. Every family has their version.",Sisig,"Sizzling chopped pork (jowl + ear, classically) with onion, chile, and citrus. Eat with rice and a cold beer.",Halo-halo,"Shaved ice with sweet beans, jellies, fruit, ube ice cream, and evaporated milk. Stir before eating.",,,,
poland,Poland,Europe,🇵🇱,"Polish food is Eastern European peasant cooking elevated by centuries of refinement — pierogi stuffed with everything imaginable, beet soup with tiny dumplings, and bigos (hunter's stew) that improves every time you reheat it.",Pierogi,"Boiled or pan-fried dumplings stuffed with potato and cheese, sauerkraut and mushroom, or meat. Poland's most beloved dish — made in large batches, eaten with sour cream and fried onion.",Bigos,"Sauerkraut and fresh cabbage stew with mixed pork, sausage, mushrooms, and sometimes prunes. The hunter's stew — better the second day, best the third.",Żurek,"Sour fermented rye soup with hard-boiled egg and white kielbasa, often served inside a bread bowl. Poland's most distinctive and proudly national soup.",,,,
portugal,Portugal,Europe,🇵🇹,"Portuguese food is ocean-facing and unhurried — salt cod prepared in a different way every day of the year, piri piri chicken, and custard tarts from Belém that set the global standard for what a pastry can be.",Bacalhau à Brás,"Salt cod shredded and scrambled with thin-cut fried potato and egg, finished with olives and parsley. One of the 365 ways to cook bacalhau — and one of the best.",Pastéis de nata,"Flaky custard tarts from Belém, baked at high heat until blistered and caramelized. Eaten warm with cinnamon — the most perfect thing Portugal has given the world.",Caldo verde,"Potato and dark kale soup with a slice of chouriço. The national soup — simple, green, essential, and found at every Portuguese table from north to south.",,,,
qatar,Qatar,Asia,🇶🇦,"Qatari food is Gulf cooking with a generous hand — machboos rice is the centerpiece, slow-cooked lamb appears at every celebration, and the tradition of hospitality means coffee and dates arrive before any question is asked.",Machboos,"Spiced basmati rice cooked with lamb, chicken, or shrimp in a fragrant broth with loomi (dried limes) and rose water. Qatar's national dish — the Gulf rice that defines the cuisine.",Harees,"Slow-cooked wheat and lamb beaten together until smooth and porridge-like. The Ramadan staple — silky, ancient, deeply satisfying in its simplicity.",Balaleet,"Sweet vermicelli noodles perfumed with saffron, cardamom, and rose water, topped with a savory omelet. Qatar's surprising and distinctively Qatari breakfast.",,,,
romania,Romania,Europe,🇷🇴,"Romanian food is Balkan and Eastern European — golden polenta, sour soups that use fermented bran for tartness, grilled skinless sausages, and slow-braised stews that have been cooking since the Ottoman era.",Mămăligă,"Yellow cornmeal porridge cooked to a firm consistency, Romania's ancient staple. Eaten with bryndza cheese, sour cream, and fried egg — sometimes as the entire meal.",Mici,"Skinless grilled sausages made from a blend of beef, pork, and lamb with garlic and caraway. Romania's great street and barbecue food — eaten with mustard at every outdoor gathering.",Ciorbă de burtă,"Sour tripe soup enriched with sour cream, garlic, and vinegar. Romania's famous hangover remedy — tart, rich, and deeply restorative.",,,,
russia,Russia,Europe,🇷🇺,"Russian cuisine is as vast and climatically extreme as the country itself — a tradition built on survival, preservation, and unexpected elegance. Borscht (beet and cabbage soup) warms millions from Moscow to Vladivostok. Pelmeni — Siberian meat dumplings eaten with sour cream — are the cold-weather comfort food of an entire civilization. Blini with caviar and smoked fish represent the aristocratic table; black bread and pickled vegetables represent the peasant one. The pickling, fermenting, and curing traditions — born of necessity through brutal winters — produced some of the world's most complex preserved foods. Vodka is less a drink than a social institution.",Borscht,"Deep red beet and beef soup with cabbage, carrot, and potato, served with a generous spoonful of sour cream and black bread on the side. Russia's most iconic soup.",Pelmeni,Small meat dumplings boiled and served with sour cream or butter and dill. Siberia's great contribution — made in batches of hundreds and frozen for winter use.,Beef stroganoff,"Beef strips in a sour cream and mushroom sauce, served over egg noodles. A 19th-century St. Petersburg dish that became a global classic.",,,,
rwanda,Rwanda,Africa,🇷🇼,"Rwandan food is East African staple cooking — beans are the cornerstone protein, ugali and sweet potato are the starches, and brochettes (grilled skewers) are the social street food of Kigali's evenings.",Isombe,"Pounded cassava leaves cooked with eggplant and palm oil. The most common everyday dish in Rwanda — earthy, rich, and deeply nourishing.",Brochettes,"Goat or beef skewers grilled over charcoal at street stalls throughout Kigali. Rwanda's great social food — eaten with friends, cold beer optional but recommended.",Ibijumba,Mashed sweet potatoes seasoned simply with butter and salt. A beloved Rwandan side dish — naturally sweet and satisfying.,,,,
saint_lucia,Saint Lucia,North America,🇱🇨,"Saint Lucian food is Caribbean Creole with a French accent — green fig (unripe banana) and salt fish is the national dish, and everything from the coast arrives in coconut milk or with a hit of Scotch bonnet pepper.",Green fig and salt fish,"Boiled unripe banana with salt cod sautéed in onion, tomato, and peppers. Saint Lucia's national dish — the 'fig' is banana; the combination is perfect.",Callaloo soup,"Dasheen leaf soup blended with coconut milk, okra, crab, and spices. The Caribbean island staple — deeply green, rich, and nourishing.",Accra,"Salt cod fritters — light, crispy, and eaten as a street snack across the Eastern Caribbean. The Lucian version is spiced with scotch bonnet and herbs.",,,,
saudi_arabia,Saudi Arabia,Asia,🇸🇦,"Saudi food is Gulf and Hejazi — kabsa (the national rice dish with dried limes and whole spices) is eaten communally from a vast platter, whole-roasted lamb appears at every celebration, and dates and coffee frame every social encounter.",Kabsa,"Basmati rice cooked with lamb, chicken, or camel in a spiced broth with black lime, cardamom, and cinnamon. Saudi Arabia's national dish — eaten from a communal platter, always with one hand.",Mandi,"Whole lamb slow-roasted in a tandoor-like underground clay oven over rice until impossibly tender. The Arabian Peninsula's celebration feast — fragrant, smoky, and magnificent.",Jareesh,"Crushed wheat cooked with chicken or lamb broth until smooth and porridge-like, spiced with cumin and cinnamon. One of Saudi Arabia's oldest dishes — pre-Islamic in origin.",,,,
senegal,Senegal,Africa,🇸🇳,"Senegalese food is West Africa's most celebrated cuisine — thiéboudienne is the original jollof rice, yassa is the chicken dish the whole region loves, and the cooking is built on a hospitality tradition (teranga) where feeding guests is a moral obligation.",Thiéboudienne,"Rice cooked in a spiced tomato-and-fish broth with stuffed fish and vegetables. The origin of jollof rice — Senegal's national dish and its proudest culinary claim. 'Thiébou' means rice, 'dienne' means fish.",Yassa poulet,"Chicken marinated overnight in lemon juice and mustard, braised with mountains of caramelized onions until deeply fragrant. Tangy, sweet, and one of West Africa's most beloved dishes.",Mafé,"Beef or lamb slow-cooked in a rich, thick peanut butter sauce with sweet potato and tomato. Senegal's other great dish — dark, dense, and eaten over rice.",,,,
serbia,Serbia,Europe,🇷🇸,"Serbian food is Balkan roštilj (grill) culture and Ottoman pastry legacy — grilled minced meat sausages, stuffed sauerkraut rolls, and slow bean soups. Rakija plum brandy accompanies everything.",Ćevapčići,"Skinless minced beef and pork sausages grilled over charcoal, served with raw onion, kajmak clotted cream, and ajvar relish. Serbia's essential barbecue and street food.",Sarma,"Sauerkraut cabbage leaves stuffed with pork and rice, slow-braised in tomato broth. The Serbian winter Sunday dish — made in large quantities, improving every day.",Pasulj,"White bean soup cooked with smoked pork and sweet paprika until thick and silky. The Serbian peasant dish — slow, earthy, and deeply satisfying.",,,,
seychelles,Seychelles,Africa,🇸🇨,"Seychellois cuisine is Indian Ocean Creole at its most layered — a product of French colonialism, African roots, Indian spice traditions, and Chinese influence, all stirred together on a remote archipelago of 115 islands. Fresh reef fish — red snapper, grouper, tuna — is the cornerstone, cooked in coconut milk curries fragrant with lemongrass and turmeric. Shark chutney (smoked shark mixed with bilimbi fruit and turmeric) is the most distinctively Seychellois dish. The spice garden of the islands produces cinnamon, vanilla, and cloves that perfume both the food and the air.",Grilled fish Creole,"Fresh catch (red snapper or grouper) marinated in Creole spices — ginger, turmeric, chili, garlic — and grilled over coals. The daily island staple.",Ladob,Ripe banana or breadfruit cooked in sweetened coconut milk with vanilla and nutmeg. A Seychellois dessert or sweet side dish — tropical and comforting.,Shark chutney,Smoked shark blended with bilimbi (sour fruit) and spices into a pungent condiment. A uniquely Seychellois preparation eaten with rice and curry.,,,,
sierra_leone,Sierra Leone,Africa,🇸🇱,"Sierra Leonean food is West African with a Krio (Creole) accent — cassava leaf stew is the national dish, groundnut stew is the everyday comfort, and the cuisine reflects the history of freed slaves returning from the Americas.",Cassava leaf stew,"Pounded cassava leaves slow-cooked with palm oil, dried fish, smoked fish, and beef or chicken. Sierra Leone's national dish — deeply umami, rich, and unlike anything else.",Groundnut stew,"Rich peanut stew with chicken, tomatoes, and chili. The universal West African comfort dish — thick enough to stand a spoon in, eaten over rice.",Jollof rice,Rice cooked in a spiced tomato and fish sauce. Sierra Leone's version leans heavily on dried and smoked fish for depth — intensely flavored and distinctive.,,,,
singapore,Singapore,Asia,🇸🇬,"Singaporean food is the world's greatest hawker center culture — Hainanese chicken rice, Peranakan laksa, and chili crab exist alongside hundreds of stalls serving Chinese, Malay, and Indian dishes. The queues are always worth it.",Hainanese chicken rice,"Poached chicken served over rice cooked in chicken stock and fat, with ginger-scallion sauce, dark soy, and chili sauce. Singapore's national dish — judged by the quality of the rice as much as the chicken.",Laksa,"Coconut milk noodle soup with shrimp, fishcake, cockles, and a complex spice paste. The Peranakan classic — each neighborhood has a version it defends.",Chili crab,"Whole mud crab stir-fried in a thick, semi-sweet, spiced tomato-and-chili sauce. Singapore's most famous seafood dish — eaten with fried mantou buns to mop up every drop of sauce.",,,,
slovakia,Slovakia,Europe,🇸🇰,"Slovak food is Central European mountain cooking — bryndzové halušky (the national dish of potato dumplings with sheep cheese) defines the cuisine, along with sauerkraut soups, pork preparations, and potato flatbreads.",Bryndzové halušky,"Small, soft potato dumplings tossed with creamy bryndza (Slovak sheep's cheese) and topped with crispy fried bacon. Slovakia's national dish — rich, uniquely flavored, and not like anything else in Central Europe.",Kapustnica,"Sauerkraut soup with smoked sausage, mushrooms, and sour cream. The Slovak Christmas Eve tradition — served as the first meal after fasting.",Lokše,"Thin potato flatbreads cooked on a dry griddle, eaten with goose fat or rolled around a poppy seed and plum jam filling. The Slovak snack and side dish.",,,,
slovenia,Slovenia,Europe,🇸🇮,"Slovenian food sits at the crossroads of Alpine, Adriatic, and Pannonian cooking — štruklji (rolled dumplings) in every filling imaginable, pumpkin seed oil drizzled over everything, and potica (rolled nut cake) at every celebration.",Štruklji,"Rolled dumplings made from pasta or filo dough and filled with cottage cheese, walnut, or tarragon. Slovenia's most distinctive dish — boiled or baked, sweet or savory.",Potica,"A rolled cake with walnut, poppy seed, or tarragon filling inside a yeasted dough. The Slovenian celebration pastry — essential at Easter and Christmas, judged by how many layers it has.",Jota,"Sauerkraut and bean soup with pork ribs, slow-cooked until thick and deeply flavored. The traditional dish of the Karst region — hearty, sour, and warming.",,,,
somalia,Somalia,Africa,🇸🇴,"Somali food is aromatic and distinctive — canjeero (spongy flatbread) is the staple, bariis iskukaris is the spiced rice of celebrations, and the cuisine carries Indian Ocean trade route spices (cumin, cardamom, cloves) in everything.",Bariis iskukaris,"Spiced basmati rice cooked with raisins, onion, and whole spices — cumin, cardamom, cloves. Somalia's aromatic celebration rice — served at weddings and Eid.",Canjeero,"Soft, spongy fermented flatbread made from sorghum or corn flour. The Somali daily staple — eaten with honey and butter at breakfast or alongside savory stews.",Suqaar,"Diced beef or camel quickly stir-fried with cumin, onion, and banana pepper. A fast, flavorful everyday meat dish — served over rice or with canjeero.",,,,
south_africa,South Africa,Africa,🇿🇦,"South African food is braai smoke and Cape Malay spice — boerewors sausage over wood fire, bobotie (the national dish) with its Cape Malay roots, and bunny chow (curry in a hollowed bread loaf) from Durban's Indian community.",Braai,"Southern African barbecue: boerewors (coiled beef-and-pork sausage), lamb chops, and steak cooked over wood fire. The South African social institution — more ritual than recipe, attended by all.",Bobotie,"Spiced minced beef with a savory egg custard topping, baked until golden. Cape Malay in origin, now South Africa's national dish — sweet, fragrant, and unlike any other.",Bunny chow,"Half a hollowed-out white loaf filled with lamb, chicken, or bean curry. Durban's great contribution to world food — Indian immigrant origin, universally eaten.",,,,
south_sudan,South Sudan,Africa,🇸🇸,"South Sudanese food is East African staple cooking shaped by the Nile — asida (sorghum porridge) is the daily foundation, slow-stewed meats and greens are the relishes, and the cuisine reflects the country's Nilotic and Equatorian peoples.",Asida,"Thick sorghum or maize porridge, the South Sudanese daily staple. Eaten by hand from a communal bowl, used to scoop up meat stew or green vegetable sauce.",Ful medames,Slow-cooked fava beans mashed with oil and spices. Shared across the Nile Valley — eaten for breakfast throughout South Sudan.,Slow-cooked goat,"Goat braised low and slow with tomato, onion, and dried chili. The celebration meat dish — present at every significant gathering.",,,,
spain,Spain,Europe,🇪🇸,"Spanish cuisine is one of the world's most regionally diverse and historically significant. The Basque Country alone — with pintxos bars lining every street and more Michelin stars per capita than anywhere on earth — could anchor a world food culture on its own. Catalonia gave the world Ferran Adrià and elBulli, the restaurant that launched molecular gastronomy and changed how every serious chef thinks about cooking. Andalusia invented tapas culture; Valencia invented paella cooked over orange wood in wide shallow pans; the meseta gave Spain jamón ibérico — acorn-fed, 36-month-cured pork leg that many consider the finest cured meat on earth. Spanish food is slow lunches, long evenings, and a deep belief that eating well is not a luxury but a daily right.",Patatas bravas,"Fried potatoes with smoky tomato sauce and garlic aioli. Bar food, perfected.",Jamón ibérico,"Dry-cured ham from acorn-fed pigs, sliced thin enough to melt on your tongue.",Paella valenciana,Saffron rice cooked over fire with seafood or chicken. The crusty bottom (socarrat) is the prize.,,,,
sri_lanka,Sri Lanka,Asia,🇱🇰,"Sri Lankan food is coconut-rich and ferociously spiced — the curries here are among the hottest on earth, string hoppers are the breakfast ritual, and kottu roti (chopped flatbread stir-fried on a hot griddle) fills the night air with the clang of metal.",Sri Lankan fish curry,"Ocean or freshwater fish in a fiery coconut milk curry with goraka (dried kokum) for sourness. Deep red, deeply spiced — Sri Lanka's signature curry.",String hoppers,"Delicate rice noodle discs steamed and stacked, eaten for breakfast with coconut sambol and dhal curry. The Sri Lankan morning ritual — light, intricate, quietly perfect.",Kottu roti,"Day-old roti chopped on a hot griddle with egg, vegetables, and meat — the rhythm of the metal blades is the sound of Sri Lankan nights. Spicy, textured, and impossible to resist.",,,,
sudan,Sudan,Africa,🇸🇩,"Sudanese food is Nile Valley cooking — ful medames is the national breakfast, kissra (fermented sorghum flatbread) is the staple that replaces all other bread, and slow-cooked stews make use of everything the river and land provide.",Ful medames,"Slow-cooked fava beans mashed with peanut butter, cumin, lemon, and chili oil. Sudan's foundational breakfast — eaten across the country, every morning.",Kissra,"Thin, pliable fermented sorghum flatbread — simultaneously the plate and the utensil. Laid flat and covered in stew, torn and used to scoop every last drop.",Waika,"Stew of dried okra, meat, and spices eaten over kissra. Sudan's most characteristic everyday dish — earthy, textured, and tied to the country's agricultural traditions.",,,,
suriname,Suriname,South America,🇸🇷,"Surinamese food is South America's most diverse table — Indonesian, Indian, Chinese, African, and Dutch influences all present at once. Pom (the national dish) is eaten at every party; roti is the everyday street food.",Pom,"Taro root grated and baked with chicken, citrus juice, and tomato until set and caramelized. Suriname's most celebratory dish — served at every birthday, wedding, and holiday.",Roti met kip kerrie,"Flaky, oil-layered roti flatbread wrapped around curried chicken and potato. A legacy of Javanese and Indian indentured labor — Suriname's essential everyday street food.",Moksi alesi,"Rice cooked with vegetables, salted fish, smoked meat, and coconut milk into a savory one-pot. The Surinamese Creole dish — every family has a version.",,,,
sweden,Sweden,Europe,🇸🇪,"Swedish food is New Nordic and old smörgåsbord — meatballs with lingonberry jam, gravlax with dill, and a fika (coffee break) culture that makes cinnamon rolls a civic institution. The new Nordic movement here changed how the world thinks about Scandinavian cooking.",Köttbullar,"Small pork-and-beef meatballs pan-fried in butter, served with creamy gravy, lingonberry jam, and pickled cucumber. Sweden's most internationally recognized dish — and genuinely excellent.",Gravlax,"Salmon cured in salt, sugar, and dill for 48 hours, sliced thin and served with hovmästarsås (a sweet mustard-dill sauce). The Swedish way with salmon — delicate and masterful.",Kanelbulle,"Enriched dough rolled with butter, cinnamon, and cardamom, twisted into a bun. The cinnamon roll of Swedish fika culture — eaten with coffee, never rushed.",,,,
switzerland,Switzerland,Europe,🇨🇭,"Swiss food is Alpine and trilingual — cheese fondue from the French cantons, rösti potato cake from the German-speaking regions, and risotto from Ticino in the south. The three cuisines are unified by extraordinary dairy and an unhurried pace.",Fondue,"Gruyère and Emmental melted with white wine, garlic, and kirsch, kept warm over a flame. Bread cubes are dunked on long forks — no double-dipping, and the person who loses a cube buys the wine.",Rösti,Coarsely grated potato fried in butter until golden and crispy on both sides. Zürich's great potato dish — eaten as a side or topped with egg and cheese as a meal.,Raclette,"Raclette cheese melted under a grill and scraped over boiled potatoes, cornichons, and pickled onions. Switzerland's other great cheese ritual — slow, social, and warming.",,,,
syria,Syria,Asia,🇸🇾,"Syrian food is Levantine cooking at its most refined — kibbeh in dozens of forms, the sweetest pomegranate-walnut dips, and a mezze tradition built around hospitality that remains intact despite everything the country has endured.",Kibbeh,"Ground lamb and bulgur wheat formed into hollow shells, stuffed with spiced minced meat and pine nuts, then fried or baked. Syria's great dish — endlessly varied by region and occasion.",Muhammara,"Roasted red pepper and walnut paste blended with pomegranate molasses and cumin. Syria's most distinctive mezze dip — smoky, slightly sweet, and completely addictive.",Fatteh,"Toasted flatbread layered with yogurt, chickpeas, and tahini, topped with pine nuts and paprika butter. A Damascus breakfast — crunchy, creamy, layered, and eaten immediately before it softens.",,,,
sao_tome_and_principe,São Tomé and Príncipe,Africa,🇸🇹,"São Toméan food is West African island cooking with Portuguese colonial roots — fresh Atlantic seafood, palm oil, and calulu (the national stew) that combines dried fish with okra and greens in one pot.",Calulu de peixe,"Dried and fresh fish stewed together with okra, palm oil, tomato, and leafy greens. The national dish — complex, layered, and a product of both Portuguese and African influences.",Banana frita,"Ripe plantain sliced and fried until caramelized. The everyday accompaniment to fish and meat dishes — sweet, simple, essential.",Izaquente,"Chicken stewed in palm oil with tomatoes, onions, and local spices. A traditional São Toméan dish reflecting the islands' African culinary heritage.",,,,
taiwan,Taiwan,Asia,🇹🇼,"Taiwanese food is Chinese tradition remixed into something entirely its own — night markets that define how to snack, beef noodle soup that is taken as seriously as fine wine, and bubble tea that was invented here before it was everywhere.",Beef noodle soup,"Thick wheat noodles in a slow-cooked beef and soy broth with braised beef shank, pickled mustard greens, and chili oil. Taiwan's national dish — subject to annual competitions and lifelong loyalties.",Scallion pancakes,"Flaky, layered wheat flatbread with scallions, pan-fried until golden and crispy. The Taiwanese street breakfast — made to order and eaten immediately.",Bubble tea,Sweetened milk tea shaken with ice and loaded with chewy tapioca pearls. Born in Taichung in the 1980s — now a global phenomenon that Taiwan invented.,,,,
tajikistan,Tajikistan,Asia,🇹🇯,"Tajik food is Central Asian Silk Road cooking — plov is the great communal rice dish, samsa are the tandoor-baked pastries of every bazaar, and the cuisine is shaped by Persian, Uzbek, and Afghan neighbors.",Plov,"Saffron-yellow rice cooked with lamb, yellow carrots, and chickpeas in a kazan (cast iron pot) over open fire. The Tajik centerpiece — made for celebrations, eaten communally.",Samsa,"Flaky layered pastry filled with spiced lamb and onion, baked in a tandoor oven until puffy and golden. The Central Asian bazaar staple — aromatic and deeply satisfying.",Shurbo,"Clear lamb and vegetable soup with potato, tomato, and fresh herbs. The everyday Tajik restorative — clean, warming, found at every family table.",,,,
tanzania,Tanzania,Africa,🇹🇿,"Tanzanian food is two distinct worlds — the mainland's ugali-and-stew tradition, and Zanzibar's spice island cooking where Indian Ocean trade routes left cardamom, cloves, and saffron in everything.",Ugali na nyama choma,"Stiff white maize porridge paired with goat or beef grilled over charcoal. The Tanzanian mainland combination — eaten by hand, communal, completely satisfying.",Pilau wa Zanzibar,"Spiced rice cooked with meat and a complex blend of whole spices — cardamom, cloves, cinnamon, cumin. Zanzibar's Indian Ocean-influenced signature dish.",Urojo (Zanzibar mix),"A tangy, complex street food soup of potato, mango, coconut, cassava, and deep-fried snacks in a tart, curry-spiced broth. Zanzibar's most unique dish — chaotic, sour, unforgettable.",,,,
thailand,Thailand,Asia,🇹🇭,"Thai cuisine is one of the world's most harmonically complex — every dish balances sweet, sour, salty, spicy, and umami simultaneously, not sequentially. The cuisine is deeply regional: the north has khao soi (coconut curry noodles) and mild, herb-forward stews; the northeast (Isan) has larb (meat salad with toasted rice powder) and papaya salad with fierce heat; the south has the most ferocious curries, blackened by roasted coconut and dried chiles. Pad thai, massaman curry, and tom yum goong are known globally — but the depth of Thai street food culture, from grilled satay to mango sticky rice, is what earns it a place among the world's great culinary traditions. The mortar and pestle is the soul of the kitchen.",Pad see ew,"Wide rice noodles stir-fried with Chinese broccoli, egg, and dark soy. Less sweet than pad thai, more wok smoke.",Tom kha gai,"Coconut soup with chicken, galangal, lemongrass, and chile. Comforting and bright at the same time.",Green curry,"Coconut milk curry of fresh green chiles, basil, and chicken or eggplant. Eat over jasmine rice.",,,,
timor_leste,Timor-Leste,Asia,🇹🇱,"Timorese food is Southeast Asian with Portuguese colonial traces — rice and corn are the staples, fresh fish is grilled simply, and the cuisine reflects a country that has long relied on its land and surrounding sea for survival.",Ikan sabuko,"Fresh fish marinated in lime juice, garlic, and chili then grilled over coals. The Timorese coastal everyday dish — simple, fresh, and tied to the sea.",Batar da'an,"Corn kernels and mung beans stewed with spinach and coconut milk. The traditional Timorese subsistence dish — nutritious, earthy, and ancient.",Cafreal,"Grilled chicken in a marinade of green herbs, ginger, and spices. Portuguese-influenced and adapted to Timorese flavors — the festive poultry dish.",,,,
togo,Togo,Africa,🇹🇬,"Togolese food is West African staple cooking — fufu pounded tableside is the great communal experience, peanut sauces and palm oil stews are the flavoring agents, and the cuisine sits between Ghanaian and Beninese traditions.",Fufu avec sauce arachide,Pounded yam or cassava fufu eaten by hand with a thick peanut and tomato sauce over meat or fish. The Togolese staple combination — eaten at every main meal.,Gboma dessi,"Spinach stewed with tomato, onion, and smoked fish in palm oil. One of the most common everyday Togolese dishes — simple, nutritious, full of flavor.",Ablo,"Steamed fermented corn cakes — slightly spongy, mild, and used to scoop up sauces. A Togolese street food and breakfast staple.",,,,
trinidad_and_tobago,Trinidad and Tobago,North America,🇹🇹,"Trinidadian food is the Caribbean's most diverse table — Indian, African, Chinese, Spanish, and French all showing up in one meal. Doubles are the national street food, roti is the daily bread, and the pepper sauce is not optional.",Doubles,"Two bara (soft fried flatbreads) filled with curried chickpeas (channa), tamarind sauce, and pepper sauce. Trinidad's great breakfast street food — eaten before dawn at roadside stands.",Roti and curry,"Dhalpuri (split pea flatbread) or paratha wrapped around curried chicken, goat, duck, or shrimp. The everyday Trinidadian meal — shaped by generations of Indian indenture.",Pelau,"Rice, pigeon peas, and caramelized chicken cooked together in coconut milk until the bottom chars. The one-pot Trinidadian celebration dish — made for parties, beach lime, and cricket matches.",,,,
tunisia,Tunisia,Africa,🇹🇳,"Tunisian food is North Africa's most aggressively spiced — harissa (the red chile paste that defines the cuisine) goes into everything. Couscous is the Friday staple, brik is the street snack, and the food is bolder than its Moroccan cousin.",Brik,"Thin malsouka pastry folded around a whole egg, tuna, and harissa, then fried until the egg is just set inside. Tunisia's great street snack — eat fast before the yolk runs.",Couscous tunisien,"Steamed semolina with lamb or fish, vegetables, and a fiery broth built on harissa. Tunisia's version is spicier and more pungent than Moroccan couscous — no apologies.",Lablabi,"Chickpea soup poured over stale bread with harissa, cumin, a poached egg, and olive oil. Tunisia's definitive breakfast — earthy, spiced, and energizing.",,,,
turkey,Turkey,Asia,🇹🇷,"Turkish cuisine is the heir to Ottoman court cooking — one of the most sophisticated culinary traditions in history, feeding an empire that stretched across three continents. The mezze table arrives first: hummus, baba ganoush, stuffed grape leaves, cheese-filled pastries, and cold vegetable dishes in olive oil. Then the grill: köfte, shish kebab, and the döner that traveled the world and became a global street food. Börek (layered filo with cheese or meat), lahmacun (flatbread with spiced lamb), and pide are the everyday staples. Baklava, Turkish delight, and künefe represent a pastry tradition that spread from Istanbul across the entire former empire. Turkish tea — steeped dark and served in tulip glasses — accompanies all of it.",İskender kebap,"Thinly sliced lamb döner laid over torn flatbread, drenched in tomato sauce and browned butter, served alongside yogurt. Bursa's masterpiece — one of Turkey's greatest dishes.",Menemen,"Scrambled eggs with tomato, green pepper, and spices, cooked in one pan and eaten from it. Turkey's classic breakfast — made in minutes, impossible to improve.",Baklava,Layers of paper-thin phyllo filled with pistachios or walnuts and soaked in sugar syrup. Turkey's great pastry — Gaziantep's version uses local pistachios and sets the global standard.,,,,
turkmenistan,Turkmenistan,Asia,🇹🇲,"Turkmen food is Central Asian nomadic cooking — lamb plov is the great communal dish, shorba is the everyday soup, and a cuisine shaped by the Karakum Desert and the ancient Silk Road cities of Merv and Nisa.",Plov,"Rice cooked with lamb, onion, and carrots in a massive kazan pot over open fire. The Turkmen national dish — made outdoors for gatherings, eaten communally.",Shorba,"Clear lamb and vegetable broth with chickpeas and potato. The everyday Turkmen restorative — simple, warming, and present at every table.",Çelpek,"Thin circles of dough fried quickly in oil until puffy and golden. The traditional Turkmen flatbread — made fresh and eaten immediately, with tea or alongside stew.",,,,
uganda,Uganda,Africa,🇺🇬,"Ugandan food is matoke and groundnuts — steamed green plantain (matoke) is the national staple, groundnut stew is the national sauce, and the Rolex (egg rolled in chapati) is the street food invention the country is quietly very proud of.",Matoke,"Green plantains steamed inside banana leaves until soft and mashed. Uganda's national dish — the staple of the Ganda people, eaten at every meal in the south.",Rolex,"A chapati flatbread rolled around fried eggs and vegetables, made fresh at roadside stalls. Uganda's beloved street food — the name is 'rolled eggs,' compressed by habit into something catchier.",Groundnut stew,"Rich, thick peanut stew with chicken, tomatoes, and onion. The most common sauce eaten with matoke, rice, or posho — deeply satisfying and filling.",,,,
ukraine,Ukraine,Europe,🇺🇦,"Ukrainian food is Eastern Europe's heartiest — borscht (which Ukraine insists it invented before Russia), varenyky dumplings at every celebration, and salo (cured pork fat on dark bread) that is as deeply embedded in Ukrainian identity as any symbol.",Borscht,"Vivid red beet and beef soup with cabbage, carrot, and potato, served with sour cream and pampushky (garlic bread rolls). Ukraine claims this — loudly and with historical justification.",Varenyky,"Boiled dumplings filled with potato and cheese, sauerkraut and mushroom, or sweet cherry. Ukraine's great comfort food — served with fried onion and sour cream, eaten at every holiday.",Salo,"Cured pork back fat, sliced paper-thin and eaten on dark bread with garlic and raw onion. Ukraine's most traditional and proudly defended food — ancient, simple, and deeply Ukrainian.",,,,
uae,United Arab Emirates,Asia,🇦🇪,"Emirati food is Gulf cooking at its most generous and spice-fragrant — slow-cooked rice with meat and dried lime, date-sweetened desserts, and a hospitality culture where coffee and dates are the first thing you receive in any home.",Al harees,"Slow-cooked wheat and lamb beaten to a smooth, silky paste and seasoned with a touch of ghee and cinnamon. The UAE's ancient dish — eaten at Ramadan, Eid, and weddings.",Al machboos,"Fragrant spiced rice cooked with meat or fish, dried limes, and rose water. The Emirati national dish — eaten from a communal platter, always with the right hand.",Luqaimat,"Deep-fried dough balls drizzled with date syrup and sesame seeds. The UAE's beloved street dessert — crispy outside, soft within, sold at markets and festivals.",,,,
